MS_SubClass,Bldg_Type,Overall_Cond,Lot_Frontage,Lot_Area,Street,UTM_x,UTM_y,School_District,Year_Built,Year_Remod_Add,Roof_Style,Gr_Liv_Area,Total_Bsmt_SF,Bsmt_Unf_SF,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Garage_Type,Garage_Area,Year_Sold,Mo_Sold,YM_Sold,Sale_Condition,Sale_Price
One_Story_1946_and_Newer_All_Styles,OneFam,Average,80,9600,Pave,448182.5446874602,4655136.932673162,Fellows Elementary School,1966,1966,Hip,1232,1232,534,1,0,1,1,3,Attchd,490,2010,4,2010-04-01,Normal,142250
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,9790,Pave,448196.45740309486,4654651.7130180905,Fellows Elementary School,1963,1963,Hip,1328,1328,678,1,0,1,1,3,Attchd,528,2010,6,2010-06-01,Normal,143000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,77,9320,Pave,448407.8615560316,4654778.749506708,Fellows Elementary School,1959,1959,Gable,1225,950,381,1,0,1,1,3,No_Garage,0,2010,1,2010-01-01,Normal,128950
One_Story_1946_and_Newer_All_Styles,OneFam,Average,90,9900,Pave,448110.0796324422,4654305.912229597,Fellows Elementary School,1966,1966,Hip,1209,1209,150,1,0,1,0,3,Attchd,504,2010,4,2010-04-01,Normal,159000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,88,9680,Pave,448060.57463185006,4654293.61701732,Fellows Elementary School,1967,1967,Gable,1510,1510,500,1,0,2,0,3,Attchd,517,2010,4,2010-04-01,Normal,178900
Split_or_Multilevel,OneFam,Average,0,10600,Pave,448123.8352382227,4654443.607474316,Fellows Elementary School,1964,1964,Gable,1775,533,533,0,0,2,0,3,Attchd,480,2010,5,2010-05-01,Family,136300
Split_or_Multilevel,OneFam,Good,0,14112,Pave,448039.751109518,4654535.273754972,Fellows Elementary School,1964,1964,Hip,1152,1152,138,1,0,1,0,3,Attchd,484,2010,4,2010-04-01,Normal,180500
Split_Foyer,OneFam,Good,80,8800,Pave,448211.37150427455,4654450.184087464,Fellows Elementary School,1963,1963,Gable,1054,936,173,1,0,1,0,3,Attchd,480,2010,5,2010-05-01,Abnorml,137500
Duplex_All_Styles_and_Ages,Duplex,Above_Average,98,13260,Pave,448446.2722534779,4654609.217161207,Fellows Elementary School,1962,2001,Hip,1728,1728,228,2,0,2,0,6,No_Garage,0,2010,1,2010-01-01,Abnorml,84900
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,68,9717,Pave,448447.4587956771,4654317.438658385,Fellows Elementary School,1950,1996,Hip,1078,1078,0,1,0,1,0,2,Attchd,240,2010,4,2010-04-01,Normal,142125
One_and_Half_Story_Finished_All_Ages,OneFam,Good,68,9724,Pave,448630.62276708946,4654316.107602276,Fellows Elementary School,1952,2002,Gable,2461,1140,470,0,0,2,0,3,Detchd,400,2010,3,2010-03-01,Normal,197600
One_and_Half_Story_Finished_All_Ages,OneFam,Above_Average,120,17360,Pave,448642.247637757,4654241.29596602,Fellows Elementary School,1949,1950,Gable,1556,782,482,0,0,2,0,3,Attchd,470,2010,1,2010-01-01,Normal,172500
One_Story_1946_and_Newer_All_Styles,OneFam,Good,50,7207,Pave,447912.6149138933,4653882.203975962,Fellows Elementary School,1958,2008,Gable,858,858,162,1,0,1,0,2,No_Garage,0,2010,2,2010-02-01,Normal,116500
One_Story_1945_and_Older,OneFam,Poor,55,5350,Pave,447910.6473835259,4653907.312639359,Fellows Elementary School,1940,1966,Gable,1306,728,728,0,0,1,0,3,No_Garage,0,2010,5,2010-05-01,Normal,76500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,80,9920,Pave,448288.7102917088,4653955.729823151,Fellows Elementary School,1954,1954,Gable,1063,1056,412,1,0,1,0,3,Attchd,280,2010,2,2010-02-01,Normal,128000
Split_or_Multilevel,OneFam,Above_Average,80,9600,Pave,448301.16644366365,4653972.51638209,Fellows Elementary School,1955,1972,Gable,1520,1156,350,1,0,1,0,3,Basment,364,2010,3,2010-03-01,Normal,153000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,78,7800,Pave,448564.62322109786,4654118.16508952,Fellows Elementary School,1954,1954,Gable,1268,1268,728,0,0,1,0,2,Attchd,244,2010,3,2010-03-01,Normal,132000
Split_Foyer,OneFam,Very_Good,75,11380,Pave,448839.1953707947,4655345.346542683,Meeker Elementary School,1966,2008,Gable,1128,1080,136,1,0,1,0,2,Attchd,315,2010,1,2010-01-01,Normal,178000
Duplex_All_Styles_and_Ages,Duplex,Average,80,11600,Pave,448820.81578895217,4655061.615217049,Meeker Elementary School,1960,1960,Gable,2274,1105,662,0,0,2,0,5,Detchd,480,2010,1,2010-01-01,Normal,154300
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,19900,Pave,449163.9125657078,4655456.264190347,Meeker Elementary School,1970,1989,Gable,2207,1947,1035,1,0,2,0,3,Attchd,576,2010,7,2010-07-01,Normal,180000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,137,16492,Pave,449167.4781397383,4655226.726782168,Meeker Elementary School,1966,2002,Gable,1888,1517,557,0,0,2,1,2,Attchd,578,2010,6,2010-06-01,Normal,190000
Duplex_All_Styles_and_Ages,Duplex,Average,70,8267,Pave,448880.00480132835,4654945.432350966,Meeker Elementary School,1958,1958,Gable,1604,1604,1604,0,0,2,0,4,Attchd,576,2010,3,2010-03-01,Normal,135000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,70,8197,Pave,448890.8610331895,4654844.200014138,Meeker Elementary School,2003,2009,Gable,1480,1480,292,1,0,2,0,3,Attchd,620,2010,2,2010-02-01,Normal,214000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,8050,Pave,448926.0830877204,4654724.470950943,Meeker Elementary School,1959,1959,Hip,1143,1143,125,1,0,1,0,3,Attchd,308,2010,5,2010-05-01,Normal,136000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,70,10552,Pave,448877.6342556075,4654744.35185201,Meeker Elementary School,1959,1959,Hip,1700,1398,380,0,1,1,1,4,Attchd,447,2010,4,2010-04-01,Normal,165500
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,70,8400,Pave,448802.7512872498,4654940.660828258,Meeker Elementary School,1957,1957,Gable,1314,1314,392,1,0,1,0,3,Attchd,294,2010,6,2010-06-01,Normal,145000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,73,8760,Pave,448971.2100277485,4654841.954925345,Meeker Elementary School,1959,1959,Hip,1194,1194,1194,1,0,1,0,3,Attchd,312,2010,4,2010-04-01,Normal,148000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,12160,Pave,449111.9701090261,4654850.157837922,Meeker Elementary School,1959,1959,Hip,1188,1188,188,1,0,1,0,3,Attchd,531,2010,5,2010-05-01,Abnorml,142000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,73,9300,Pave,449242.9139107098,4654862.9863875145,Meeker Elementary School,1960,1960,Gable,1264,1268,571,1,0,1,0,3,Attchd,461,2010,4,2010-04-01,Normal,167500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,87,10725,Pave,449092.1088071965,4654942.571639148,Meeker Elementary School,1959,1959,Hip,1206,1206,270,0,0,1,0,3,Attchd,312,2010,5,2010-05-01,Normal,108538
One_Story_1946_and_Newer_All_Styles,OneFam,Average,80,10032,Pave,449164.65311424516,4654798.691674974,Meeker Elementary School,1959,1959,Gable,1580,1244,510,1,0,1,1,3,Attchd,440,2010,6,2010-06-01,Normal,159500
One_and_Half_Story_Finished_All_Ages,OneFam,Average,60,8382,Pave,449214.6945558321,4654655.773356822,Meeker Elementary School,1956,1956,Gable,1337,832,832,0,0,1,0,3,Attchd,263,2010,2,2010-02-01,Normal,108000
One_Story_1946_and_Newer_All_Styles,OneFam,Good,60,10950,Pave,449047.8060479577,4654444.67132695,Meeker Elementary School,1952,1952,Gable,1064,864,525,0,1,1,0,2,Detchd,318,2010,5,2010-05-01,Normal,135000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,119,10895,Pave,448926.9204418366,4654553.691349715,Meeker Elementary School,1955,1955,Gable,972,972,324,0,0,1,0,3,Attchd,305,2010,6,2010-06-01,Normal,122500
Two_Family_conversion_All_Styles_and_Ages,TwoFmCon,Average,70,13587,Pave,448914.0397873752,4654236.776241927,Meeker Elementary School,1958,1958,Gable,988,988,456,1,0,1,0,2,Attchd,264,2010,4,2010-04-01,Abnorml,119000
One_Story_1946_and_Newer_All_Styles,OneFam,Good,68,7922,Pave,448815.12000530347,4654384.724391768,Meeker Elementary School,1953,2007,Gable,1057,1057,326,1,0,1,0,3,Detchd,246,2010,1,2010-01-01,Abnorml,109000
One_Story_1945_and_Older,OneFam,Good,65,7898,Pave,449058.4127305458,4654227.741630519,Meeker Elementary School,1920,1994,Gable,985,576,576,0,1,1,0,2,Detchd,676,2010,4,2010-04-01,Normal,105000
One_Story_1946_and_Newer_All_Styles,OneFam,Good,60,7200,Pave,449375.7253605982,4654234.126962186,Meeker Elementary School,1955,2007,Gable,827,0,0,0,0,1,0,2,Detchd,392,2010,4,2010-04-01,Normal,107500
One_Story_1946_and_Newer_All_Styles,OneFam,Good,85,10200,Pave,448784.0457032977,4654208.179597985,Meeker Elementary School,1954,2003,Gable,1086,1086,404,1,0,1,0,3,Attchd,490,2010,5,2010-05-01,Normal,144900
One_Story_1946_and_Newer_All_Styles,OneFam,Good,74,5868,Pave,448749.732133156,4654195.014682825,Meeker Elementary School,1956,2000,Gable,936,936,448,1,0,1,0,2,Attchd,308,2010,5,2010-05-01,Normal,129000
One_and_Half_Story_Finished_All_Ages,OneFam,Average,78,17503,Pave,448653.5903282325,4653944.858369118,Meeker Elementary School,1948,1950,Gable,1458,912,912,0,1,1,0,3,Attchd,330,2010,1,2010-01-01,Abnorml,97500
Duplex_All_Styles_and_Ages,Duplex,Average,64,6979,Pave,449371.8538392595,4654088.5532247275,Meeker Elementary School,1980,1980,Gable,1056,1056,0,2,0,0,0,0,Detchd,576,2010,6,2010-06-01,Normal,144000
One_Story_1946_and_Newer_All_Styles,OneFam,Good,0,9830,Pave,449738.4063911092,4654405.203652571,Meeker Elementary School,1959,2006,Gable,1287,1063,733,1,0,1,0,3,Detchd,576,2010,3,2010-03-01,Normal,162000
Split_or_Multilevel,OneFam,Good,96,11275,Pave,449769.844236374,4654519.791685308,Meeker Elementary School,1967,2007,Mansard,2978,710,710,0,0,2,1,5,BuiltIn,564,2010,6,2010-06-01,Normal,242000
One_and_Half_Story_Finished_All_Ages,OneFam,Very_Good,60,8064,Pave,449459.0391656217,4653938.842603116,Meeker Elementary School,1948,2004,Gable,1224,816,161,1,0,1,0,3,Detchd,280,2010,5,2010-05-01,Normal,132000
One_Story_1946_and_Newer_All_Styles,OneFam,Good,75,7500,Pave,449843.23951190547,4653944.2168841055,Meeker Elementary School,1959,1994,Hip,1246,1246,0,1,0,1,1,3,Attchd,305,2010,5,2010-05-01,Normal,154000
One_and_Half_Story_Finished_All_Ages,OneFam,Below_Average,71,8520,Pave,449573.3798175083,4653814.78889488,Meeker Elementary School,1952,1952,Gable,1385,910,403,0,0,2,0,4,Detchd,720,2010,6,2010-06-01,Normal,166000
One_Story_1946_and_Newer_All_Styles,OneFam,Good,60,7200,Pave,449690.74089160946,4653824.047429258,Meeker Elementary School,1951,2000,Gable,900,900,180,0,1,1,0,3,Detchd,576,2010,5,2010-05-01,Normal,134800
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,87,10000,Pave,449844.45433019014,4653811.853651846,Meeker Elementary School,1962,1962,Hip,1116,1116,1116,0,0,1,1,3,Attchd,440,2010,2,2010-02-01,Normal,160000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,81,7635,Pave,449778.3997650512,4653823.758413102,Meeker Elementary School,1960,1960,Gable,1175,1175,237,0,0,1,1,3,Detchd,484,2010,6,2010-06-01,Normal,148000
One_Story_1946_and_Newer_All_Styles,OneFam,Good,80,9760,Pave,449937.8346500181,4654047.143955279,Meeker Elementary School,1963,1984,Hip,1395,1395,415,1,0,1,0,2,Attchd,440,2010,5,2010-05-01,Normal,192000
Two_Story_1946_and_Newer,OneFam,Average,70,7700,Pave,450031.53741035063,4654070.910064754,Meeker Elementary School,1966,1966,Gable,1839,756,756,0,0,1,1,4,Attchd,442,2010,6,2010-06-01,Normal,155000
One_and_Half_Story_Finished_All_Ages,OneFam,Average,60,4800,Pave,448926.92504035187,4653659.07401069,Meeker Elementary School,1900,1954,Hip,1844,709,661,1,0,1,0,3,Basment,240,2010,1,2010-01-01,Abnorml,80400
One_and_Half_Story_Finished_All_Ages,OneFam,Good,55,8800,Pave,448915.96518081875,4653528.241670367,Meeker Elementary School,1910,2004,Gable,1140,576,576,0,0,1,0,3,No_Garage,0,2010,6,2010-06-01,Normal,96500
One_Story_1945_and_Older,OneFam,Good,56,4485,Pave,448658.3238228767,4653444.49571762,Meeker Elementary School,1920,1950,Gable,936,936,357,1,0,1,0,2,No_Garage,0,2010,5,2010-05-01,Normal,109500
One_Story_1945_and_Older,OneFam,Above_Average,56,8960,Pave,448658.2555312474,4653446.494860294,Meeker Elementary School,1927,1950,Gable,1028,1008,1008,0,0,1,0,2,Detchd,360,2010,3,2010-03-01,Normal,115000
One_Story_1946_and_Newer_All_Styles,OneFam,Good,69,5805,Pave,448850.3064814736,4653333.769720273,Meeker Elementary School,1957,1957,Hip,1347,1347,0,1,1,1,0,3,Detchd,551,2010,6,2010-06-01,Normal,143000
One_and_Half_Story_Finished_All_Ages,OneFam,Above_Average,60,5790,Pave,449176.2159969965,4653653.505603009,Meeker Elementary School,1915,1950,Gambrel,1605,840,840,0,0,2,0,3,Detchd,379,2010,5,2010-05-01,Normal,107400
One_Story_1945_and_Older,OneFam,Above_Average,47,4608,Pave,449058.2220560382,4653694.881368123,Meeker Elementary School,1945,1950,Gable,747,747,747,0,0,1,0,2,Attchd,220,2010,6,2010-06-01,Normal,80000
One_Story_1945_and_Older,OneFam,Good,60,7200,Pave,449055.97982863645,4653555.769494837,Meeker Elementary School,1940,1992,Gable,804,788,278,1,0,1,0,2,Attchd,240,2010,2,2010-02-01,Abnorml,119000
One_and_Half_Story_Finished_All_Ages,OneFam,Good,50,5500,Pave,449592.48447711964,4653428.570389208,Meeker Elementary School,1929,2001,Gable,1316,926,0,1,0,1,0,3,Detchd,484,2010,4,2010-04-01,Normal,130000
One_and_Half_Story_Unfinished_All_Ages,OneFam,Good,50,6900,Pave,449581.61180340976,4653321.08745028,Meeker Elementary School,1938,2000,Gable,1251,827,827,0,0,1,0,3,Detchd,240,2010,1,2010-01-01,Normal,119000
One_and_Half_Story_Finished_All_Ages,OneFam,Good,69,11851,Pave,449466.6143392476,4653329.86814938,Meeker Elementary School,1948,2009,Gable,1633,1027,247,0,0,1,0,3,Detchd,240,2010,6,2010-06-01,Normal,129000
One_and_Half_Story_Finished_All_Ages,OneFam,Above_Average,0,8239,Pave,449466.5153158473,4653339.195859655,Meeker Elementary School,1920,1962,Gable,1245,1008,832,0,0,1,0,3,Detchd,315,2010,3,2010-03-01,Normal,100000
One_Story_1945_and_Older,OneFam,Poor,68,9656,Pave,449770.9955778808,4653328.2584680235,Meeker Elementary School,1923,1970,Gable,832,678,678,0,0,1,0,2,Detchd,780,2010,6,2010-06-01,Abnorml,12789
One_Story_1945_and_Older,OneFam,Very_Good,60,8520,Pave,449770.9507019648,4653321.929752295,Meeker Elementary School,1928,2003,Gable,720,624,624,0,0,1,0,2,Detchd,484,2010,5,2010-05-01,Normal,105900
Two_Story_1945_and_Older,OneFam,Excellent,60,9600,Pave,448933.2641415616,4653080.087122568,Meeker Elementary School,1900,2003,Gable,1566,930,930,0,0,2,0,3,Detchd,288,2010,4,2010-04-01,Abnorml,150000
One_and_Half_Story_Finished_All_Ages,OneFam,Above_Average,60,10800,Pave,449455.5353641497,4653192.595970625,Meeker Elementary School,1915,1950,Gable,1652,686,0,1,0,2,0,4,Detchd,416,2010,6,2010-06-01,Normal,139000
Two_Story_1945_and_Older,OneFam,Excellent,50,9000,Pave,449320.47059342125,4653082.41415739,Meeker Elementary School,1890,2002,Gable,2268,346,346,0,0,3,0,3,Detchd,624,2010,4,2010-04-01,Normal,240000
Two_Family_conversion_All_Styles_and_Ages,TwoFmCon,Fair,100,9045,Pave,449596.2499500025,4653073.562418752,Meeker Elementary School,1910,1950,Gable,2256,840,840,0,0,2,0,4,No_Garage,0,2010,6,2010-06-01,Abnorml,76500
One_Story_1946_and_Newer_All_Styles,OneFam,Good,90,7407,Pave,449650.1202706391,4653291.586537334,Meeker Elementary School,1957,1996,Gable,1236,912,312,1,0,1,0,2,Attchd,923,2010,4,2010-04-01,Normal,149700
Two_Story_1945_and_Older,OneFam,Good,60,7740,Pave,449732.0757362726,4653081.591216076,Meeker Elementary School,1910,1950,Gable,1363,622,622,0,0,1,0,3,Detchd,528,2010,6,2010-06-01,Normal,125500
Two_Family_conversion_All_Styles_and_Ages,TwoFmCon,Above_Average,60,11340,Pave,449607.5310760886,4653193.067600971,Meeker Elementary School,1885,1950,Gable,2290,777,777,0,0,2,0,4,Detchd,560,2010,4,2010-04-01,Normal,122500
Two_Story_1945_and_Older,OneFam,Good,60,10560,Pave,449744.49376137025,4653081.614146953,Meeker Elementary School,1922,1994,Gable,1470,738,455,0,0,1,1,2,Detchd,624,2010,6,2010-06-01,Normal,140750
One_and_Half_Story_Finished_All_Ages,OneFam,Above_Average,53,5830,Pave,448205.1464970975,4653700.8462441955,Meeker Elementary School,1950,1997,Gable,1612,988,200,0,0,1,1,3,Detchd,363,2010,3,2010-03-01,Normal,128500
Two_and_Half_Story_All_Ages,OneFam,Good,0,7793,Pave,448195.05680281034,4653317.290270293,Meeker Elementary School,1922,2005,Gable,2068,1108,634,0,0,1,1,3,Detchd,315,2010,5,2010-05-01,Normal,209500
One_Story_1945_and_Older,OneFam,Good,50,5000,Pave,448217.6284008174,4653698.423219275,Meeker Elementary School,1925,1950,Gable,765,765,577,1,0,1,0,2,Detchd,200,2010,4,2010-04-01,Normal,87000
One_and_Half_Story_Finished_All_Ages,OneFam,Good,50,6000,Pave,448302.01141861046,4653691.366704759,Meeker Elementary School,1939,1950,Gable,1132,608,144,1,0,1,0,2,Detchd,240,2010,4,2010-04-01,Abnorml,134000
One_and_Half_Story_Finished_All_Ages,OneFam,Above_Average,50,6000,Pave,448465.0245047977,4653694.287075041,Meeker Elementary School,1940,1950,Gable,1196,572,308,0,1,1,1,3,Detchd,576,2010,3,2010-03-01,Normal,128000
One_and_Half_Story_Finished_All_Ages,OneFam,Above_Average,53,6360,Pave,448388.4278557758,4653702.0621558605,Meeker Elementary School,1942,1950,Gable,1453,835,316,0,0,1,1,3,Detchd,240,2010,3,2010-03-01,Normal,132000
One_and_Half_Story_Finished_All_Ages,OneFam,Good,50,6000,Pave,448477.38295106945,4653697.6392835025,Meeker Elementary School,1948,1950,Gable,1416,780,480,0,0,1,1,3,Detchd,312,2010,3,2010-03-01,Normal,139900
One_and_Half_Story_Finished_All_Ages,OneFam,Good,52,6240,Pave,448390.0326653499,4653467.875379691,Meeker Elementary School,1936,1980,Gable,1040,528,252,0,0,1,0,2,Detchd,624,2010,5,2010-05-01,Normal,123900
One_and_Half_Story_Finished_All_Ages,OneFam,Average,52,6240,Pave,448555.4932586991,4653442.354862323,Meeker Elementary School,1930,1950,Gable,1536,928,480,0,0,2,0,4,Detchd,480,2010,3,2010-03-01,Normal,138400
One_Story_1945_and_Older,OneFam,Average,51,6120,Pave,448645.0903218585,4653548.85444794,Meeker Elementary School,1923,1950,Gable,1068,1124,164,1,0,1,0,2,Detchd,288,2010,3,2010-03-01,Normal,109500
Two_Story_1945_and_Older,OneFam,Above_Average,50,10300,Pave,448395.6712449565,4653071.4357146835,Meeker Elementary School,1921,1950,Gable,1710,576,576,0,0,2,0,3,Detchd,480,2010,4,2010-04-01,Normal,140000
One_and_Half_Story_Finished_All_Ages,OneFam,Average,57,8094,Pave,448537.624598694,4653170.55752377,Meeker Elementary School,1915,1950,Gable,1962,888,888,0,0,1,1,4,Detchd,572,2010,6,2010-06-01,Normal,149500
Two_Story_1945_and_Older,OneFam,Very_Good,60,12900,Pave,448524.28642287664,4653169.210965143,Meeker Elementary School,1912,2009,Gable,1560,780,780,0,0,1,1,3,No_Garage,0,2010,5,2010-05-01,Normal,159900
Two_Story_1945_and_Older,OneFam,Very_Good,52,3068,Pave,448539.50931964745,4652951.358877725,Meeker Elementary School,1920,1993,Gable,1324,662,662,0,1,1,0,3,Detchd,180,2010,2,2010-02-01,Normal,122000
Duplex_All_Styles_and_Ages,Duplex,Average,110,8472,Grvl,447883.5043285487,4652265.399199854,Mitchell Elementary School,1963,1963,Gable,816,816,0,1,0,1,0,2,CarPort,516,2010,5,2010-05-01,Normal,110000
Two_Family_conversion_All_Styles_and_Ages,TwoFmCon,Average,70,5600,Pave,448103.13880737213,4652646.639181499,Mitchell Elementary School,1930,1950,Hip,1092,0,0,0,0,2,0,3,No_Garage,0,2010,7,2010-07-01,Normal,55000
Two_Family_conversion_All_Styles_and_Ages,TwoFmCon,Excellent,76,7630,Pave,448642.5179760959,4652931.402179803,Mitchell Elementary School,1900,1996,Gable,1812,360,360,0,0,2,0,4,Detchd,672,2010,5,2010-05-01,Normal,140000
Two_Story_1945_and_Older,OneFam,Good,0,24090,Pave,445680.85986987734,4653698.880651494,Sawyer Elementary School,1940,1950,Gable,2403,1032,1032,0,0,2,0,4,Attchd,349,2010,6,2010-06-01,Normal,244400
One_Story_1946_and_Newer_All_Styles,OneFam,Average,100,15263,Pave,445737.3534966657,4653584.968035057,Sawyer Elementary School,1959,1959,Gable,1675,1422,656,0,0,2,0,3,Attchd,365,2010,5,2010-05-01,Normal,173000
One_and_Half_Story_Finished_All_Ages,OneFam,Fair,72,10632,Pave,445508.0563055424,4653123.038740765,Edwards Elementary School,1917,1950,Gable,1224,689,689,0,0,1,1,3,Detchd,180,2010,1,2010-01-01,Normal,107500
Two_Family_conversion_All_Styles_and_Ages,TwoFmCon,Below_Average,60,9900,Pave,445617.78449566575,4652955.196349225,Edwards Elementary School,1915,1950,Gable,1392,1212,186,1,0,1,0,3,No_Garage,0,2010,2,2010-02-01,Normal,100000
One_and_Half_Story_Finished_All_Ages,OneFam,Average,65,6001,Pave,445521.49854352046,4652890.202385667,Edwards Elementary School,1940,1950,Gable,919,600,232,0,0,1,0,3,Detchd,231,2010,3,2010-03-01,Normal,95000
Two_Story_1945_and_Older,OneFam,Very_Poor,0,6449,Pave,445562.78088110144,4652789.396862602,Edwards Elementary School,1907,1950,Gambrel,1884,707,634,0,0,1,1,4,No_Garage,0,2010,3,2010-03-01,Abnorml,93369
Two_Family_conversion_All_Styles_and_Ages,TwoFmCon,Good,60,6048,Pave,445703.4354099362,4652518.4985643495,Edwards Elementary School,1910,1950,Gable,1680,856,120,1,0,2,0,2,Detchd,450,2010,6,2010-06-01,Normal,114900
One_and_Half_Story_Finished_All_Ages,OneFam,Very_Good,54,6342,Pave,444373.47332785506,4653819.731884343,Sawyer Elementary School,1875,1996,Gable,1020,780,780,0,0,1,0,2,No_Garage,0,2010,5,2010-05-01,Normal,94000
Duplex_All_Styles_and_Ages,Duplex,Fair,72,10773,Pave,444456.5611636484,4653700.8252426265,Sawyer Elementary School,1967,1967,Gable,1832,1832,1128,2,0,2,0,4,No_Garage,0,2010,5,2010-05-01,Normal,136000
Duplex_All_Styles_and_Ages,Duplex,Average,72,10778,Pave,444452.00941407005,4653700.971975912,Sawyer Elementary School,1968,1968,Hip,1768,1768,1768,0,0,2,0,4,No_Garage,0,2010,4,2010-04-01,Normal,136500
Two_Family_conversion_All_Styles_and_Ages,TwoFmCon,Below_Average,75,11625,Pave,444259.226570636,4653660.403428697,Sawyer Elementary School,1965,1965,Hip,1039,1039,198,1,0,1,1,3,Attchd,504,2010,4,2010-04-01,Normal,131500
